Statistical information for the repository 'django' was gathered on 2026/09/08.
The analyzed branch was 'main'.
The following historical commit information, by author, was found in the
repository:

Author                     Commits    Insertions      Deletions    % of changes
George Hickman                   1            14              3            0.00
George Marshall                  3            44             22            0.00
George Song                      1             9              1            0.00
George Y. Kussumoto              1            14              1            0.00
George-Cristian Bîrz             2            25              8            0.00
Georgi Yanchev                   6           424            106            0.03
Gert Burger                      1            19              1            0.00
GhostThrone                      1             2              8            0.00
Giannis Adamopoulos              3           121             82            0.01
Giannis Terzopoulos              5           367            194            0.03
GianpaoloBranca                  1           120             36            0.01
Giebisch                         3           150             15            0.01
Gilberto Gonçalves               2            71              3            0.00
Gildardo Adrian Mara             2           104              7            0.01
Giles Richard Greenw             1            20              2            0.00
Giovanni Fabbretti               1            27              1            0.00
Girish Sontakke                  1            18              1            0.00
Gordon Pendleton                 2            45              2            0.00
Grant Jenks                      1            81            142            0.01
Greg Chapple                     8           380             64            0.02
Greg Twohig                      2            44              6            0.00
Gregor Gärtner                   2           738            702            0.08
Gregor Jerše                     2           198             91            0.02
Gregor MacGregor                 1            96             95            0.01
Gregory N. Schmit                1            22             11            0.00
Grzegorz Nosek                   3            59             29            0.00
Grzegorz Slusarek                3            34              5            0.00
Grzegorz Tężycki                 1             1              9            0.00
Grégoire ROCHER                  1            11              2            0.00
Grégory Starck                   1             7              5            0.00
Guilherme Gondim                 1             1              1            0.00
Guilherme Martins Cr             2           153              9            0.01
Guillaume Pannatier              1             9              1            0.00
Guillermo Bonvehí                1            20              3            0.00
Hajime Nakagami                  1            57             18            0.00
Haki Benita                      7           305             14            0.02
Hal Blackburn                    1            36              1            0.00
Halil Kaya                       1            20             14            0.00
Hameed Gifford                   1            33              1            0.00
Hampus Dunström                  1            12              0            0.00
Hang Park                        1             8              8            0.00
Hannes Ljungberg                49          4550            468            0.27
Hannes Struss                    1            50              2            0.00
Hanny                            1           185             45            0.01
Hans Aarne Liblik                1            24              4            0.00
Hans Lawrenz                     1            15              1            0.00
Haolun Chai                      1            40              0            0.00
HappyDingning                    1            73              8            0.00
Harm Geerts                      2            48              4            0.00
Harry                            1            12              4            0.00
Harsh Jain                       1            41              3            0.00
Hasan                            5          1818           1572            0.18
Hasan Ramezani                 210          7918           3082            0.59
Heath Henley                     1            10              9            0.00
HectorCastillo                   1             6              2            0.00
Helen ST                         2           109             30            0.01
Helen Sherwood-Taylo             1            87              5            0.00
Henk Kahlfuß                     1            28              9            0.00
Henry Dang                       2            55              3            0.00
Herbert Parentes For             1            17              3            0.00
Herbert Poul                     1             7              0            0.00
Herman S                         1            73              6            0.00
Hernan Lozano                    1             7              5            0.00
Hielke Walinga                   1            28              2            0.00
HieuPham9720                     1             9              0            0.00
Himanshu Lakhara                 1             2              2            0.00
Himanshu-Balasamanta             1             3              1            0.00
Hiroki KIYOHARA                  2            46              2            0.00
Hiroki Kiyohara                  2            97             70            0.01
Hisham Mahmood                   6           634             35            0.04
Holly Becker                     1            14              3            0.00
Honza Kral                      10           536            498            0.06
Honza Král                      22           778            121            0.05
Horst Gutmann                    2            58             36            0.01
Howard Cox                       1             3              3            0.00
Hrushikesh                       1            52              1            0.00
Hrushikesh Vaidya                9           143             35            0.01
Huang Zhiqiang                   1             1              1            0.00
Hugo Cachitas                    2            57              1            0.00
Hugo Osvaldo Barrera             3            61              8            0.00
Hunter Richards                  1             5             27            0.00
Huu Nguyen                       6           299             63            0.02
Huwaiza                          1            59              0            0.00
Hynek Cernoch                    1             2              3            0.00
HyunTae Hwang                    1             3              3            0.00
I am Clinton                     1             3              3            0.00
Iacopo Spalletti                 4           448             59            0.03
Iain Dawson                      2             7              7            0.00
Iain Watts                       1             8              3            0.00
Ian Clelland                    11           140             70            0.01
Ian Foote                       23          3854            244            0.22
Ian Kelly                       84          1131            550            0.09
Ian Wilson                       4            46              3            0.00
Ichlasul Affan                   2           176              8            0.01
Idan Gazit                       1            12              7            0.00
Igor Fernandes                   1            10              7            0.00
Igor Gumenyuk                    1            76              7            0.00
Igor Tokarev                     1            12              1            0.00
Igor Támara                      1            13              4            0.00
Ikko Ashimine                    2             2              2            0.00
Ilja Maas                        1            32              7            0.00
Illia Volochii                   7           101             53            0.01
Ilya Bass                        1            98              7            0.01
Imran Iqbal                      1            10              4            0.00
Ingo Klöcker                     3            92              1            0.01
InvalidInterrupt                 2           153             23            0.01
Ion Alberdi                      2            40              1            0.00
Ion Scerbatiuc                   2            78             22            0.01
Ionuț Ciocîrlan                  1             1              1            0.00
Ipakeev                          1             7              0            0.00
IsJn-227                         1            19              2            0.00
Iulia Chiriac                    1           118             49            0.01
Iuri de Silvio                  11           412             58            0.03
Ivan                             1            12              2            0.00
Ivan Tsouvarev                   1            13              1            0.00
Ivor Bosloper                    2            15             11            0.00
Jaap Roes                       20           542            239            0.04
Jacek Bzdak                      1            25              8            0.00
Jack Cushman                     2           102              6            0.01
Jack Linke                       1             4              4            0.00
Jackie Leng                      1            44             13            0.00
Jacob Burch                      3            85             36            0.01
Jacob Green                      1            12              2            0.00
Jacob Haslehurst                 1             7              0            0.00
Jacob Kaplan-Moss              636         34299          15596            2.70
Jacob R. Rothenbuhle             1            49              1            0.00
Jacob Rief                       5           240             27            0.01
Jacob Walls                    231          7064           2322            0.51
JaeHyuck Sa                      6           150            105            0.01
Jake Howard                     23          3934            402            0.23
Jakob Friedrich                  1            41              0            0.00
Jakub Bagiński                   1           424            109            0.03
Jakub Gocławski                  3            57             20            0.00
Jakub Paczkowski                 1            89              9            0.01
Jakub Roztocil                   1            47              2            0.00
Jakub Szafrański                 1            24              4            0.00
James Aylett                     3           316             31            0.02
James Beith                      2            40              1            0.00
James Bennett                   57           581            126            0.04
James Bligh                      6           649             55            0.04
James Fysh                       1             4              3            0.00
James Gillard                    1            11              1            0.00
James Jenkins                    1            16             16            0.00
James Ostrander                  1             7              1            0.00
James Pulec                      1            22              1            0.00
James Robert                     1            86             12            0.01
James Thorniley                  1           148              2            0.01
James Timmins                    1            14              1            0.00
James Turk                       1            45              0            0.00
Jamie Matthews                   1            27              0            0.00
Jan Bednařík                     2            24              2            0.00
Jan Pazdziora                    2            49              3            0.00
Jan Pieter Waagmeest             3           103             26            0.01
Jan Schär                        1            16              0            0.00
Jan Szoja                        2           118             12            0.01
JangHyukJin                      1            34             27            0.00
Jani Tiainen                     7           266             34            0.02
Jann Kleen                       1            36              3            0.00
Jannis                           1             1              1            0.00
Jannis Leidel                  598         39072          10007            2.65
Jarek Glowacki                   6           473            190            0.04
Jarek Zgoda                      1             1              1            0.00
Jarosław Wygoda                  4           610             55            0.04
Jarrett Keifer                   1             2              2            0.00
Jason Cameron                    1             3              3            0.00
Jason Hobbs                      1            17              8            0.00
Jason Hoos                       1            85              4            0.00
Jason Myers                      3          1415             63            0.08
Jason Parrott                    1             5              1            0.00
Javed Khan                       2            19              7            0.00
Javier Buzzi                     1            12              0            0.00
Javier Mansilla                  2           104             10            0.01
Javier Matos Odut                1            23              0            0.00
Jay                              1            14              0            0.00
Jay Cox                          2           109             61            0.01
Jay Leadbetter                   1           109              5            0.01
Jay Patel                        1             5              5            0.00
Jay Wineinger                    1            21              1            0.00
Jayantha Gumballi                1            20              1            0.00
Jayden Kneller                   2           177              2            0.01
Jean Patrick Prenis              1            26             14            0.00
Jean-Louis Fuchs                 1            42              3            0.00
Jean-Michel Vourgère             1           174             10            0.01
Jeff                             1            35              6            0.00
Jeff Willette                    1             4              4            0.00
Jens Page                        1            19             10            0.00
Jens Spanier                     1             1              1            0.00
JensDiemer                       1             5              1            0.00
Jensen Cochran                   2            71              8            0.00
Jeremy                           1            69             22            0.00
Jeremy Bowman                    2            90              4            0.01
Jeremy Dunck                     1            11              0            0.00
Jeremy Kerr                      1             6              1            0.00
Jeremy Lainé                     4           156             46            0.01
Jeremy Nauta                     1           730             11            0.04
Jeremy Satterfield               2            50              3            0.00
Jeremy Thompson                  2            21              5            0.00
Jericho Serrano                  1            23              2            0.00
Jerin Peter George               1            18              1            0.00
Jernej Kos                       1            16              1            0.00
Jeroen Dekkers                   3            35             67            0.01
Jeroen van Veen                  1             9              0            0.00
Jerome Leclanche                 1            14              3            0.00
Jerrod Martin                    1            13              4            0.00
Jibodeah                         1           136              4            0.01
Jim Bailey                       1            40              1            0.00
Jim Nicholls                     1            42              3            0.00
Jim Xie                          1            23              4            0.00
Jimmy Angelakos                  2             7              1            0.00
Jinank Jain                      1             9              3            0.00
Jingbei Li                       1            57             42            0.01
Jirka Vejrazka                   1            12              2            0.00
Joachim Jablon                   6           525            102            0.03
Joe Arthur                       1             1              2            0.00
Joe Borg                         1             2              2            0.00
Joe Friedl                       1            15              2            0.00
Joe Jackson                      1            12              2            0.00
Joel Bohman                      1            31              3            0.00
Joeri Bekker                     3            79             10            0.00
Johan Lübcke                     1            19              9            0.00
Johan Schiff                     1            90              0            0.00
Johanan Oppong Amoat             2            53              3            0.00
Johannes Ammon                   1            22             24            0.00
Johannes Dollinger               3            50             16            0.00
Johannes Hoppe                  18          8484            553            0.49
Johannes Maron                  10           787            187            0.05
Johannes Westphal                1            13              3            0.00
John Bowen                       2            22              5            0.00
John D'Ambrosio                  1            22              1            0.00
John Giannelos                   1            54              0            0.00
John Hensley                     1             1              0            0.00
John Moses                       1            19              0            0.00
John Parton                     10           817             41            0.05
John Paulett                     1             2              1            0.00
John Vandenberg                  1             2              2            0.00
John Whitman                     1            65              0            0.00
John-Mark Bell                   1            38              2            0.00
John-Scott Atlakson              1             5              0            0.00
Jon Dufresne                   364         11216          11894            1.25
Jon Janzen                      10          3070            114            0.17
Jon Lønne                        1            14              0            0.00
Jon Moroney                      3           220             91            0.02
Jon Prindiville                  1            43              5            0.00
Jon Walsh                        1             1              1            0.00
Jonas Degrave                    1            17              1            0.00
Jonas Gastal                     1             1              1            0.00
Jonas Haag                       7           151             21            0.01
Jonas Lundberg                   2            59              6            0.00
Jonatas CD                       1            14              0            0.00
Jonathan Biemond                 2            28             28            0.00
Jonathan Davis                   1            11              0            0.00
Jonathan Richards                1            20             14            0.00
Jonathan Slenders                1            34              6            0.00
Jonathan Ströbele               1            23              1            0.00
Jonathan Weth                    1             6              5            0.00
Jones Ambrosi                    1            51              5            0.00
Jonny Park                       4           129              3            0.01
Jordan Bae                       3            72             11            0.00
Jordi Castells                   1            26              8            0.00
Jorge Bastida                    2            72             17            0.00
Jorge C. Leitão                  8           182             55            0.01
Jose L. Patino                   1            50             22            0.00
Josef Rousek                     1            69             27            0.01
Joseph Gordon                    1             5              3            0.00
Joseph Kahn                      1            11              2            0.00
Joseph Kocherhans               55          3497           1046            0.25
José Moreira                    1             1              1            0.00
Josh Mize                        1             4              0            0.00
Josh Santos                      1             9              4            0.00
Josh Schneier                   22           439            160            0.03
Josh Smeaton                    39          6954           2350            0.50
Josh Soref                       1           181            181            0.02
Joshua "jag" Ginsber             1             6              3            0.00
Joshua Cannon                    2           160             16            0.01
Joshua Kehn                      2            36             19            0.00
Joshua Massover                  1            77              1            0.00
Joshua Phillips                  2            15              2            0.00
José L. Patiño                   1           134             98            0.01
José Padilla                     1             7              1            0.00
José Tomás Tocino                1            16              1            0.00
Jozef                            2            10             22            0.00
Jozef Knaperek                   1             9              3            0.00
João Sampaio                     1            67              2            0.00
João Silva                       1             0              1            0.00
Juan Alvarez                     1             9              3            0.00
Juan Catalano                    7           172             47            0.01
Juan Pablo Mallarino             1            10              1            0.00
Juan Pedro Fisanotti             1            70              0            0.00
Juho Hautala                     1             1              4            0.00
Julen Ruiz Aizpuru               1            18              6            0.00
Julia Matsieva                   1            51              1            0.00
Julian Andrews                   1             2              2            0.00
Julian Bez                       1            63              2            0.00
Julian Wachholz                  1             9              3            0.00
Julie Rymer                      2            26              1            0.00
Julien Hartmann                  1            96              7            0.01
Julien Palard                    2            30             12            0.00
Julien Phalip                  135          8167           2374            0.57
Julien Rebetez                   1            84             11            0.01
JunKi Yoon                       1            40              4            0.00
Junyi Jiao                       1          1184              8            0.06
Junyoung                         1            37             28            0.00
Jure Slak                        2            18              0            0.00
Justin Bronn                   236         25340           5636            1.68
Justin Caratzas                  1            60              3            0.00
Justin Hamade                    2            48             34            0.00
Justin Michalicek                2           120              6            0.01
Justin Thurman                   1            18              5            0.00
JustinTArthur                    1             5              4            0.00
Jörg Breitbart                   1            12              2            0.00
Jürno Ader                       1            61              3            0.00
KANIN KEARPIMY                   1            53              0            0.00
KUAN Hsuan-Tso                   1             0              1            0.00
Kacper Wolkiewicz                1            20              2            0.00
Kai Feldhoff                     2            41             32            0.00
Kai Richard Koenig               2            32              1            0.00
Kaleb Elwert                     1             9              0            0.00
Kamil                            1            31              2            0.00
Kamil Braun                      1            88              7            0.01
Kamil Turek                      2            42             11            0.00
Kanin Kearpimy                   1            20              4            0.00
Kapil Bansal                     1            68              3            0.00
Kapil Garg                       1             7              1            0.00
Karan Suthar                     1           102              5            0.01
Karen Tracey                   189          4971           1042            0.33
Karl Hobley                      2           107             13            0.01
Karol Duleba                     1             5              4            0.00
Karol Sikora                     2           142             23            0.01
Karolis Ryselis                  1           141             28            0.01
Karthikeyan Singarav             1             2              2            0.00
Kaspars Sprogis                  1            18             13            0.00
Kasun Herath                     1            18              0            0.00
Kasyap Pentamaraju               4            85             68            0.01
Kathryn Killebrew                2           199             43            0.01
Kaustubh                         1            20              1            0.00
Keda87                           2            49              8            0.00
Kelechi Precious Nwa             1            13              6            0.00
Kelvin Adigwu                    1             1              0            0.00
Ken Nzioka                       1            27              9            0.00
Ken Whitesell                    1            17              5            0.00
Kenneth                          2            23              5            0.00
Kenneth Veldman                  1            10              0            0.00
Kent Hauser                      1             5              1            0.00
Keryn Knight                    47          1212            338            0.08
Keshav Kumar                     1            27              3            0.00
Ketan Bhatt                      2           115             17            0.01
Kevan Swanberg                   2            16              3            0.00
Kevin Christopher He            12           646            300            0.05
Kevin Grinberg                   1            12              2            0.00
Kevin Michel                     5           101             46            0.01
Kholid Fuadi                     1             1              1            0.00
Khudyakov Artem                  1            64             37            0.01
Kim Yeongbin                     1             1              1            0.00
Kirill Fomichev                  1            72              4            0.00
Kirill Safronov                  1            21              1            0.00
Kirill Zaitsev                   1             1              0            0.00
Kit La Touche                    1             9              5            0.00
Klaas van Schelven               5            87             35            0.01
Klemens Mantzos                  1            31              2            0.00
Koen De Wit                      1            22              1            0.00
Konrad Hałas                     2            25              4            0.00
Konrad Świat                     3           163              5            0.01
Konstantin Alekseev              3            65              9            0.00
Kosei Kitahara                   1             3              2            0.00
Kris Avi                         1            13              2            0.00
Krishnaprasad MG                 1            85             13            0.01
Krisjanis Vaiders                1             0              1            0.00
Krzysztof Gogolewski             1            79            147            0.01
Krzysztof Jagiello               1            31             50            0.00
Krzysztof Jurewicz               5           108             49            0.01
Krzysztof Nazarewski             1           109             20            0.01
Krzysztof Urbaniak               5           132             34            0.01
Kwist                            1            25             11            0.00
L                                1            23              2            0.00
LBerrocal                        1           101              3            0.01
Larry O'Neill                    1            15              8            0.00
LarryBrid                        2             6              2            0.00
Laura Feier                      1             4              3            0.00
Laurens Verhoeven                1             4              1            0.00
Laurent Lyaudet                  1            75              3            0.00
Laurent Tramoy                   4            49             15            0.00
László Károlyi                1            14              1            0.00
Lee Sanghyuck                    1             5              0            0.00
Leila20                          1             1              1            0.00
Leland                           1            72             25            0.01
Lemuel Sta Ana                   1            10              0            0.00
Lennart Regebro                  1            20              3            0.00
Leo                              2            13              9            0.00
Levi Gross                       2             2              3            0.00
Levi Payne                       1             9              0            0.00
Lex Berezhny                     3            44              3            0.00
Lh4cKg                           1             9              1            0.00
Liam Brenner                     1             1              1            0.00
Liav Koren                       1            66             27            0.01
Lie Ryan                         1            19              0            0.00
Lier0102                         1            41              1            0.00
LightDiscord                     1            98             11            0.01
Lily Acorn                       2           246              3            0.01
Lily Foote                       5            39             12            0.00
Lincoln Smith                    1            38             14            0.00
Ling-Xiao Yang                   2           181             18            0.01
Linus Lewandowski                1            38              5            0.00
Liyang Zhang                     1             8              8            0.00
Loek van Gent                    4           335             80            0.02
Loic Bistuer                   140         10420           5621            0.87
Loic Raucy                       1            11              4            0.00
Lorenzo Peña                     2            64              9            0.00
Louise Grandjonc                 1            27              2            0.00
Lovas Bence                      1            20              2            0.00
Loïc Bistuer                     8          1004            302            0.07
Loïc LEFEVRE                     1             9              0            0.00
Luan Pablo                       1            63              1            0.00
Luca Ferroni                     1            28              3            0.00
Lucas Connors                    2            29              5            0.00
Lucas Lois                       1            84             82            0.01
Lucidiot                         2            93              2            0.01
Ludovic Delaveau                 1            15              1            0.00
Ludwik Trammer                   1            26             54            0.00
Luis Del Giudice                 2            53             39            0.00
Luis San Pablo                   1            12             10            0.00
Luis Visintini                   1            19              0            0.00
Lukas Hetzenecker                1            10              1            0.00
Lukas Klein                      1            15              2            0.00
Lukas Komischke                  1            22              4            0.00
Lukasz Balcerzak                 2           120              5            0.01
Lukasz Wiecek                    1             4              1            0.00
Luke Plant                     327         14257           4484            1.01
Luoxzhg                          1             4              4            0.00
M Nasimul Haque                  1           134              0            0.01
Maarten Breddels                 1            10              1            0.00
Maaz Bin Tahir Saeed             1            17             17            0.00
Maciej Jaworski                  1             9              1            0.00
Madalin Popa                     1            27              2            0.00
Mads Jensen                     86          5112           1657            0.37
Malcolm Box                      3           360            352            0.04
Malcolm Tredinnick            1222         39618          12130            2.80
Malte Beckmann                   2           238            154            0.02
Malte Gerth                      1            17              4            0.00
Manaia Junior                    1            11              0            0.00
Manan                            1            17             24            0.00
Manas225                         1            17              6            0.00
Manatsawin Hanmongko             3            78             18            0.01
Manav Agarwal                    2           509             36            0.03
Manel Clos                       1            13              2            0.00
Manuel Weitzman                  1            40              6            0.00
Marc Aymerich                    1             5              1            0.00
Marc Egli                        1            37              0            0.00
Marc Gibbons                     4           120              8            0.01
Marc Neuwirth                    1            11             11            0.00
Marc Picaud                      1             1              1            0.00
Marc Seguí Coll                  1            75             13            0.00
Marc Sibson                      1             1              1            0.00
Marc Tamlyn                     63          6062           1353            0.40
Marc-Aurèle Brothier             1             3              2            0.00
Marcelo Galigniana              20          1379            167            0.08
Marcin Biernat                   2            55              2            0.00
Marcin Markiewicz                1             6              0            0.00
Marcin Nowak                     1            27              7            0.00
Marcin Sokół                     1             1              1            0.00
Marco Aurélio da Ros             1             4              4            0.00
Marco Buttu                      1            25              3            0.00
Marco Fucci                      1            40             12            0.00
Marco Marra                      1             1              1            0.00
Marco Richetta                   1             1              1            0.00
Marcos Vives Del Sol             1            31             53            0.00
Marek Wywiał                     2            49              7            0.00
Mariana                          3           138             23            0.01
Mariano Baragiola                2            43              3            0.00
Marijke Luttekes                 6           564            167            0.04
Mario Munoz                      1             2              2            0.00
Marissa Zhou                     1             1              1            0.00
Mariusz Felisiak              1168         36119          30111            3.58
Mark                             1            12              5            0.00
Mark Evans                       1            41              2            0.00
Mark Gensler                     2           375             28            0.02
Mark Huang                       1            22              1            0.00
Mark Lavin                       2            78              5            0.00
Mark Niehues                     1            10              1            0.00
Mark Striemer                    1            18              2            0.00
Mark Young                       1            23              3            0.00
Marko Benko                      1            18              2            0.00
Markus Amalthea Magn             8           223             38            0.01
Markus Bertheau                  2            19              4            0.00
Markus Gerards                   1             1              1            0.00
Markus Holtermann              118          7740           2489            0.55
Marnanel Thurman                 1             5              3            0.00
Mart Sõmermaa                    1            34              2            0.00
Marten Kenbeek                  31          1847           1478            0.18
Martey Dodoo                     1             2              4            0.00
Marti Raudsepp                  11            95             53            0.01
Martijn Jacobs                   1            18              1            0.00
Martin Blech                     3            58              6            0.00
Martin Brochhaus                 2           104             12            0.01
Martin Matusiak                  4             4              4            0.00
Martin Svoboda                   1            37              4            0.00
Martin Thoma                     1            25             35            0.00
Martin von Gagern                1            26              1            0.00
Maryam Yusuf                     1            43              3            0.00
Mateo Radman                     8           298             71            0.02
Mateusz Haligowski               1            77              5            0.00
Mateusz Więckowski               1            35              1            0.00
Matheus Cunha Motta              2            35              6            0.00
Mathew Payne                     1            10              3            0.00
Mathias Andre                    1             1              1            0.00
Mathias André                    1             0              1            0.00
Mathieu Pillard                  1            28             18            0.00
Mathijs de Bruin                 2            60             13            0.00
Matjaz Gregoric                  2            42              8            0.00
Matt                             1             3              2            0.00
Matt Boersma                    29           319            205            0.03
Matt Brewer                      1            73              1            0.00
Matt C                           1             1              4            0.00
Matt Deacalion Steve             3           127             32            0.01
Matt Hooks                       1             1              1            0.00
Matt Johnson                     2            46             12            0.00
Matt Robenolt                   14           325             93            0.02
Matt Westcott                    4           320             12            0.02
Matt Wiens                       1           136            121            0.01
MattBlack85                      3            73              6            0.00
Matthew Crowson                  1             1              1            0.00
Matthew Madurski                 1             1              1            0.00
Matthew Power                    1            17              1            0.00
Matthew Schinckel               10           668             68            0.04
Matthew Shirley                  1             8              0            0.00
Matthew Somerville              16           464             75            0.03
Matthew Stell                    1            17              2            0.00
Matthew Tretter                  2           109             96            0.01
Matthew Wilkes                   5           559             83            0.03
Matthew Wood                     1            66             23            0.00
Matthias Erll                    1            11              1            0.00
Matthias Kestenholz             18           562            207            0.04
Matthijs Kooijman               14           414             86            0.03
Matti Pohjanvirta                1            52              2            0.00
Mattia Larentis                  1            13              3            0.00
Mattia Procopio                  2            16              2            0.00
Mattias Loverot                  2            56             13            0.00
Max Burstein                     1             1              1            0.00
Maxim Beder                      1            26              3            0.00
Maxim Kurnikov                   1             2              2            0.00
Maxim Milovanov                  2            96              5            0.01
Maxim Novikov                    1            24              1            0.00
Maxim Petrov                     1            17              4            0.00
Maxim Piskunov                   2            14              4            0.00
MaximZemskov                     1            26              1            0.00
Maxime Lorant                    5            93            131            0.01
Maxime Toussaint                 1            44             13            0.00
Maxime Turcotte                  4           354             84            0.02
Maximilian Merz                  1            75             14            0.00
Mehraz Hossain Rumma             1             5              0            0.00
Mehrdad                          4            69            109            0.01
Mel Collins                      1            26              0            0.00
Melvyn Sopacua                   2            54              4            0.00
Merike Sell                      1             2              2            0.00
Merrin Macleod                   1             0              1            0.00
Michael                          2             3              3            0.00
Michael Angeletti                4            44              5            0.00
Michael Blatherwick              3            74             54            0.01
Michael Brown                    1            10              4            0.00
Michael Farrell                  1            38              2            0.00
Michael Galler                   1            50              3            0.00
Michael Hall                     2            97             95            0.01
Michael J Walsh                  1             4              5            0.00
